engine	set	fen	static	v4	v6	v8	v10	v12	v14
sf18	blind	1r3rk1/1bq5/pp1b1n1p/5pp1/1pp5/4PPPN/1B1QN1BP/2R2RK1 w - - 0 21	-18	-32	-51	-11	60	31	35
sf18	blind	4rrk1/1b6/pp3n1p/5pp1/1p6/1q2PPPN/1B1QN1BP/5RK1 w - - 3 24	72	-11	-13	-8	-13	-4	25
sf18	blind	b7/p5qk/1p2Qbpp/2r2p1P/3p1P2/1P1B1N2/P4RP1/6K1 b - - 1 25	16	7	2	12	25	27	30
sf18	blind	r2q1rk1/pp3pp1/2p2n1p/8/2b1PP2/2R3PP/PP1B2BK/R2Q4 b - - 0 13	-77	-47	-83	-63	-37	-36	-63
sf18	blind	r2q1rk1/ppn2pbp/2pp2pn/4p3/1PP3b1/1QNPP1PN/P4PBP/1RB2RK1 w - - 1 8	3	32	27	40	53	51	60
sf18	blind	r1q2rk1/1b4pp/1p1p4/5p2/PpP1pP2/3RP1P1/1PN3BP/R2Q2K1 b - - 0 19	-131	3	-3	-29	-26	-33	-38
sf18	blind	2rqrbk1/ppp2ppp/6b1/P2pN3/1n1PnBP1/2N4P/1P2PPB1/R2Q1RK1 b - - 6 14	-9	-50	-48	4	-42	-48	-41
sf18	blind	r2qk1nr/5ppp/bp2p3/p1b5/3pPP2/6PP/PPP1Q1BK/RNBR4 w kq - 2 10	24	73	39	39	39	25	27
sf18	blind	6k1/8/1p2p1p1/1P3n2/5P1p/1P1R2PP/1r4N1/6K1 w - - 0 31	-1	0	14	17	7	10	7
sf18	blind	6rk/pp1n3p/2p5/2P1p3/1P4Q1/8/P5BP/6RK b - - 0 30	-417	59	3	24	42	45	39
sf18	blind	2r3k1/pp1b1pp1/3rp3/2p3PP/3nP2N/3P4/PB3K2/2R4R w - - 1 22	18	-19	-36	-42	-23	-16	1
sf18	blind	8/1b1r4/1p3pk1/1P4Pp/3Np1P1/4P3/5P1K/R7 b - - 0 33	-85	-73	-55	-48	-43	-44	-42
sf18	blind	4r1k1/1p1br1b1/pPp4q/P1P1n1p1/8/2B1P2p/2QN1PB1/3R1RK1 w - - 0 27	-156	-125	-160	-105	-105	-116	-105
sf18	blind	r2q1rk1/1bpnbpp1/1p2pn1p/3pN3/p1PP4/1P2P1P1/PB2QPBP/RN3RK1 w - - 1 8	18	7	9	11	3	13	4
sf18	blind	3q2r1/5ppk/2p2n1n/ppPp1P2/3P3P/1P2PQ1K/2BB3P/6R1 w - - 2 40	39	32	20	11	-14	-29	-39
sf18	blind	q7/1r3ppk/2p2n2/2Pp1P2/3P1BnP/p2BP2K/2Q4P/R7 w - - 8 48	-90	-52	-80	-35	-85	-64	-28
sf18	blind	1r3rk1/2p2ppp/1q1pP3/2nP4/p2Q4/R5PB/5P1P/3R2K1 w - - 5 22	-17	-46	-44	-58	-61	-31	-30
sf18	blind	6k1/3rb2p/1pr2p2/3p1R2/3P1B1P/P5P1/6K1/4R3 w - - 2 28	33	23	23	10	10	19	25
sf18	blind	8/4q1k1/3p4/2p2Q2/P5N1/8/4n2K/8 b - - 2 58	5	53	44	36	22	19	16
sf18	blind	r1bqkb1r/1pp1n3/p1n5/3pNppp/3P4/2N1P2P/PPP2PB1/R1BQ1RK1 w kq - 0 7	44	47	47	-15	7	54	52
sf18	blind	2r5/3qnpbk/p1rp3p/1p2pp1Q/1P2P3/P2P2PP/1B4B1/1R3R1K b - - 2 19	11	-56	-32	19	-10	-23	-28
sf18	blind	r1bq1rk1/p4pbp/np2pnp1/2ppN2P/3P4/2P1B1P1/PP2PPB1/RN1QK2R b KQ - 0 6	-32	27	38	11	21	-16	-63
sf18	blind	r2qkb1r/p1p1ppp1/2p1bn2/8/5P1p/2pBPN2/P1PP2PP/1RBQK2R w Kkq - 0 6	68	80	94	80	71	72	77
sf18	blind	r4rk1/3q1pp1/2p1pn2/p1R5/2Q2P1p/2PPPN1P/6P1/5RK1 w - - 0 18	109	99	126	90	66	51	62
sf18	blind	r3kb1r/1p1n1ppb/pqpp1n1p/P3p2P/4P1P1/2NP4/1PP1QPBN/R1B1K2R b KQkq - 0 9	-62	-65	-59	-50	-70	-60	-71
sf18	blind	r4k2/1b1nbp2/1p1np1p1/1P1p2P1/3P1P2/4P3/1BRN1N2/5BK1 w - - 9 42	-4	14	15	32	28	30	32
sf18	blind	1rbqk2r/ppn1ppbp/3p1np1/2p5/P3PP2/2PP1NP1/1P4BP/RNBQK2R w KQk - 1 5	30	33	34	34	52	51	49
sf18	blind	3q2k1/p1r3p1/1p5p/5Bb1/Pn1P4/2B2N2/1P4PP/RN1K3R b - - 0 23	-165	-33	-9	-166	-143	-153	-148
sf18	blind	3r1k2/5pp1/1p6/3p3p/2nP4/4P1NP/5PP1/R4K2 w - - 2 31	78	149	62	94	60	64	46
sf18	blind	r4rk1/pb1n1pp1/1p1Pp2p/2pn3q/8/3B1NB1/PPP2PPP/R2Q1RK1 w - - 10 15	73	91	85	68	76	76	67
sf18	blind	r2r2k1/pb3pp1/1p1Ppn1p/2q5/4n3/3BN1B1/PPP2PPP/R2QR1K1 w - - 3 23	28	28	36	86	61	58	13
sf18	blind	2rqk2r/pp4pp/3bpn2/1QpbNp2/3P4/P3PP2/1P2N1PP/R1B2RK1 b k - 5 12	None	-12	-19	-34	-23	2	7
sf18	blind	4R3/1r6/8/5k2/2K2n2/8/8/8 b - - 81 112	-2	-2	2	7	9	10	-1
sf18	blind	1rq1r1k1/5p2/p2bB2p/2p3p1/PpP5/1Q4P1/1P1RPP1P/3R2K1 b - - 0 18	-182	-60	-45	-42	-43	-50	-39
sf18	blind	4rr2/1b1q3k/1Bp3pp/1p1pRBn1/1PP5/2NP2P1/5P1P/2RQ2K1 b - - 0 21	-16	-20	-6	-38	-59	-59	-45
sf18	blind	7k/6p1/7p/3p4/1R6/5N2/4r1KP/8 w - - 2 33	None	79	56	35	29	28	37
sf18	blind	r1bqk2r/ppppnpb1/n3p1pp/8/2PP4/2N1PN2/PP2BPPP/R1BQK2R b KQkq - 4 3	-57	-65	-63	-55	-48	-48	-48
sf18	blind	3r4/3kb1B1/3p2p1/P1pP2pp/2b1N3/5P1P/6P1/3R2K1 w - - 0 35	3	-18	-22	-24	-14	0	0
sf18	blind	2b3r1/2q1bpk1/2p1p2p/r2p2p1/P1PQ4/4N1P1/1P3PBP/1R2R1K1 b - - 2 18	None	45	37	16	38	17	8
sf18	blind	2br4/r1q2pk1/3bp2p/2p3p1/PPPp4/3N2P1/3Q1PBP/1R2R1K1 b - - 0 28	-42	37	23	-2	0	15	0
sf18	blind	2br4/2q2p1k/3bp2p/2p5/1PPp3Q/r2N2P1/5PB1/1R2R1K1 b - - 0 32	-3	9	-21	22	29	44	24
sf18	blind	2b2k2/5p2/4pb1p/2q1N3/5P2/6P1/6BK/3Q4 b - - 5 44	10	28	28	15	14	8	4
sf18	blind	1k1q3r/1bpn4/1p5n/pP1Np2Q/2P1P3/6P1/P4PK1/R6R b - - 3 21	98	30	18	21	23	25	11
sf18	blind	8/k1p5/1p6/pP2p2q/4P1R1/6P1/P7/3Qn1K1 b - - 5 34	-85	-121	-178	-207	-164	-150	-121
sf18	blind	2r3k1/p3qp2/1p2r1pp/3Q1n2/PP4N1/2P4P/5PP1/R2R2K1 w - - 1 26	48	33	24	20	20	30	34
sf18	blind	2rr2k1/5pp1/1q2b2p/p2n4/8/1PR1PN1P/PQ2B1P1/2R3K1 w - - 3 24	-35	-22	-2	-8	15	8	3
sf18	blind	r2qkb1r/pp3ppp/2pp1n2/3P1b2/PnP1p3/N3P3/1P1NBPPP/R1BQK2R b KQkq - 0 5	89	86	72	51	63	50	55
sf18	blind	r1r3k1/1p1qbppp/3p1n2/p2P4/Pn2p3/1QN1P3/1P1N1PPP/R1B2RK1 b - - 3 12	50	113	83	83	75	80	99
sf18	blind	r3k2r/pp1qbpp1/2n2n2/3pp2p/2P4P/1P1QP1N1/PB3PP1/RN3RK1 b kq - 0 10	73	57	49	37	49	35	35
sf18	blind	r5k1/5p1p/5n2/P2p2p1/3P4/6nP/P5B1/R1B3K1 w - - 0 27	103	42	24	53	66	69	62
sf18	blind	r7/1k3p2/8/2BK3p/8/8/8/2R5 w - - 4 67	4	21	12	7	8	14	23
sf18	blind	rn3k1r/1pbb1pp1/p2Np3/2P5/5Pp1/6Pq/PPQ1B2P/R2R1NK1 b - f3 0 16	-119	57	-50	-41	-16	-34	-44
sf18	blind	1r1qr1k1/1p1n1pp1/p6p/3P4/P1PNp3/7P/1Q3PP1/R1R3K1 w - - 2 24	22	51	32	24	18	22	20
sf18	blind	r1b1kb1r/2qn1pp1/2pp1n1p/p3p3/N2PP2P/1P3NP1/1BP1QP2/2KR1B1R b kq - 0 8	-71	-77	-90	-105	-75	-93	-93
sf18	blind	r2qk2r/1p5p/p1b1pbp1/2Pp1n2/P2N1P2/1PP5/6PP/RNBQK2R w KQkq - 2 10	33	44	49	51	52	58	52
sf18	blind	8/2nB4/1p4k1/p1p2p1p/P4P1P/1P4P1/1K6/8 w - - 54 66	8	74	88	111	79	16	0
sf18	blind	8/2n3k1/1pB5/p1p2p1p/P4P1P/1P4P1/2K5/8 w - - 76 77	2	73	96	107	52	0	0
sf18	blind	r1b1r1k1/ppq1bppp/3p4/2npPB2/3N1P2/4B3/PPP1Q1PP/R4R1K b - - 2 11	-27	39	20	15	22	13	8
sf18	blind	r4rk1/pb1p2pp/np6/2pq4/P3P3/2P2N1P/4QPP1/R1B1R1K1 b - - 0 14	-33	-51	-51	-49	-41	-47	-44
sf18	blind	r1bqkb1r/pp2np1p/2p2np1/3P4/3Pp3/P1N1P3/1PQN1PPP/R1B1KB1R b KQkq - 0 6	-48	13	40	52	54	52	37
sf18	blind	r4k2/pp2Q3/1nn1pbp1/3pp1P1/4bP1N/2N5/PP1B4/R3KB2 b Q - 0 22	None	22	24	31	40	50	42
sf18	blind	8/8/8/8/2k5/8/R2br3/1K6 b - - 69 118	4	0	11	29	29	36	29
sf18	blind	r1bq1rk1/p2pbppp/np6/2pp4/P3PPn1/1P3N2/2P1B1PP/RNBQ1RK1 w - - 0 6	-4	104	7	-25	47	59	74
sf18	blind	3Q4/5pk1/p1p5/1q5p/5bpP/4R1P1/6RK/3r4 w - - 0 59	-111	-27	-25	0	-3	-32	-1
sf18	blind	4r1k1/2pq1p2/1p4pb/p2n4/P5bP/1QP2NP1/1P3PB1/3R2K1 b - - 1 19	206	6	21	32	17	19	4
sf18	blind	4r1k1/2p2pp1/p4n1p/3PP3/5p2/P1Q2BqP/3NR3/5K2 b - - 2 42	-214	-17	-20	0	-81	-107	-97
sf18	blind	r5k1/1p4p1/8/3pB3/p2P2P1/3B3p/1P3r2/2KR4 w - - 0 27	-102	-65	-84	-118	-173	-111	-116
sf18	blind	rnbq1rk1/p3bppp/4pn2/2pPN3/8/6P1/P2PPPBP/RNBQK2R b KQ - 0 5	-33	43	9	15	17	16	-3
sf18	blind	6k1/2r5/5p1p/R1p5/2r1pPK1/4P2P/8/4R3 b - - 1 45	1	-3	-2	-12	-1	-4	0
sf18	blind	6k1/5pb1/3p1np1/4p1Bp/1q2P3/2NP3P/2Q2PP1/6K1 w - - 7 28	39	14	26	16	17	22	24
sf18	blind	r2q2k1/pp3pp1/2bbr2p/3p4/3Bn3/1PPB1N1P/P1Q2PP1/R3R1K1 w - - 10 14	16	17	29	17	31	13	16
sf18	blind	r5k1/ppb2pp1/2bqr2p/3p4/3Bn3/1PPB1N1P/P1Q1RPP1/4R1K1 w - - 16 17	9	-19	-21	33	0	2	9
sf18	blind	3r2k1/ppb2pp1/2bqr2p/4N1n1/2QB4/1P1B3P/P3RPP1/4R1K1 w - - 1 20	-85	6	37	52	-3	27	40
sf18	blind	2krr3/pp3Q2/2n3p1/4q3/7p/1P5P/P4PP1/R4RKN b - - 1 19	-8	3	5	49	12	12	1
sf18	blind	3r4/kp6/p3R1p1/4Q3/3q1P1p/1P4nP/P4NP1/6K1 b - - 8 30	50	8	13	40	0	13	20
sf18	blind	r2r2k1/1qp1b1p1/3pp2p/p4p2/Pn1PPBQP/2N3P1/1P3PK1/R1R5 w - - 0 20	-9	74	42	44	45	52	0
sf18	blind	rnbqk1nr/2p2pp1/1p1pp2p/p7/3N4/P2PP2P/P1PB1PP1/R2QKB1R b KQkq - 1 4	43	56	61	43	48	38	37
sf18	blind	3q1r2/r3n1pk/bpp1p2p/p1n2P1B/2Pp1P2/P2P2QP/P2B1NP1/1R2R1K1 b - - 0 19	-55	-23	-63	-41	-2	-3	26
sf18	blind	rnbq1rk1/1pp1ppbp/3p1np1/8/3PPB2/pPN2N2/P1PQ1PPP/R3KB1R w KQ - 3 5	37	55	53	41	31	29	32
sf18	blind	2r2k2/4p1bp/b4np1/2B1p3/7P/pPN3P1/P2N1P2/3KR3 w - - 1 28	8	11	35	59	33	33	30
sf18	blind	r2r2k1/ppbn1pp1/q6p/P1pBp2n/4P2N/2P2Q1P/5PP1/2BR1RK1 b - - 5 22	-179	-71	-36	-37	-33	-39	-24
sf18	blind	4R3/8/5p2/5k2/1n3P2/2r3PP/6K1/8 b - - 42 53	64	77	60	68	68	72	58
sf18	blind	q4rk1/3b2b1/1p1p1npp/2pPpn2/2P5/2N2NPP/1P3PB1/2BQR1K1 w - - 0 13	57	78	29	28	35	28	29
sf18	blind	1k1r1b1r/ppq5/2n1bp2/2pnp1pp/4N3/P2PPPP1/1P1BQNBP/1R3RK1 b - - 2 12	114	109	85	113	87	70	68
sf18	blind	b2r1r2/3n2pk/1p2pq1p/pQ1n1p2/N2N4/P3P2P/1P3PP1/2RR1BK1 b - - 11 19	-35	-6	-53	-57	-53	-51	-39
sf18	blind	r1r3k1/pq3pp1/1p1Bb2p/3nP3/P1B4P/3Qp1P1/P4P1K/1RR5 b - - 1 26	40	92	99	64	75	55	40
sf18	blind	5k2/1R6/1p6/1B3pp1/P7/6P1/br6/4K3 b - - 21 56	12	12	23	8	9	9	9
sf18	blind	r2q1rk1/1p1b2b1/2np3p/pNp2pp1/PnP5/2BP2P1/1PN1P1BP/R1Q2RK1 b - - 3 15	0	-9	16	31	16	19	15
sf18	blind	r1bqk1nr/1ppp1ppp/p1n2b2/8/3NP3/5B2/PPP2PPP/RNBQK2R w KQkq - 1 3	20	39	51	48	46	50	60
sf18	blind	8/2p2ppk/2Rb3p/5P2/1rP3K1/8/8/2R5 w - - 3 36	4	3	0	-18	-32	-37	-22
sf18	blind	1r1qkbnr/2pp2pp/b3p3/3n1p2/3P4/1P6/PB1NPPPP/R2QKBNR w KQk - 2 6	37	44	45	64	35	34	32
sf18	blind	2rnr1k1/p2qb1pp/1pb1pp2/3p1n2/2PP3P/PP3NPB/1B1NQP2/R3R1K1 w - - 5 14	32	26	24	13	29	35	21
sf18	blind	2br1r1k/3q4/1p5p/p1p1b1pP/P2pBn1N/3P4/1P1B1PPQ/2R1R1K1 w - - 2 27	47	-78	-57	-66	-56	-20	35
sf18	blind	r3k2r/1bpqbn1p/pp2p1p1/4Pp2/PnBP4/2N1BN2/1PP1Q1PP/R4RK1 w kq - 4 11	55	87	63	49	42	50	53
sf18	blind	rn1qkb1r/1ppbp1pp/p2p1n2/5p2/P2P4/NP3NP1/2P1PP1P/R1BQKB1R b KQkq - 0 2	-19	-30	-34	-40	-34	39	23
sf18	blind	r3rbk1/2n2pp1/2bpq2p/1p6/1PpNP3/6PP/2Q1PPBK/BR1R4 b - - 4 33	-39	-25	-189	-74	-51	-40	-52
sf18	blind	r2q1rk1/2p1bppp/np2p3/pN1p1n2/P4P2/1PP1PN2/2QP2PP/R1B1K2R b KQ - 1 7	53	61	36	41	44	37	45
sf18	blind	2r3k1/3q1pp1/1p1rp2p/pR3P2/P1pNn3/2P1P3/Q2P2PP/5RK1 b - - 0 23	62	46	14	16	27	30	28
sf18	blind	r1b1k2r/pp2b1pp/2n1pn2/1Bpp1p2/3P1BP1/2q1PN1P/P1PN1P2/1R1QK2R w Kkq - 2 8	55	47	80	95	88	122	88
sf18	blind	3r2k1/1pp2pp1/2nqb2p/pr6/3pPP2/1P1P2PP/P4QB1/B1R1R1K1 b - - 2 18	-21	16	34	39	52	54	40
sf18	blind	r5k1/1p4p1/3qb2p/prp1R3/1n1p1PP1/1P1P3P/P2R1QB1/B5K1 b - - 0 23	0	27	33	25	24	28	21
sf18	blind	r1bq1rk1/ppp3bp/3p1np1/4pp2/1nPP4/1PN1P1PP/PB2NPB1/R2QK2R w KQ - 5 7	61	69	55	41	69	53	53
sf18	blind	3rqrk1/pb2b1pp/1p2n3/3pN3/1P1P4/P2B1PpP/6P1/R1BQ1RK1 b - - 1 22	-5	19	13	14	26	4	7
sf18	blind	r3k2r/1bqn2pp/1p1b4/p2Pp3/2p4P/P1P4N/1P1QBPPB/R3K2R b KQkq - 0 12	-11	-37	-47	-73	-100	-108	-72
sf18	blind	rn1q1rk1/5pbp/1pp3pn/p2p4/1P3Pb1/2N1PNP1/PB1P2BP/R2Q1RK1 w - - 0 8	-16	23	61	21	27	56	44
sf18	blind	r4rk1/ppp1b1pp/4b1q1/1Pnp1p2/P1PBnP2/4P3/3NB1PP/RN1Q1RK1 w - - 0 12	23	23	16	16	5	3	21
sf18	blind	r5k1/4b2p/8/p1p1Bpp1/P2p4/1P3KP1/4PP1P/3R4 w - - 0 24	11	36	34	38	47	40	25
sf18	blind	r2q1rk1/1b2ppbp/n2p1np1/p1p5/1p2PP2/P1PPBB2/1P1N2PP/RN1Q1RK1 b - - 1 8	46	22	24	32	37	43	52
sf18	blind	r4r1k/2p3qp/8/P1PP4/8/6nb/3N4/Q1RR2KB w - - 0 41	-168	58	78	170	52	52	35
sf18	blind	r1b5/2p3kp/8/P1PP1r2/2N5/8/7K/2R4R w - - 3 45	51	102	102	38	42	37	40
sf18	blind	2kr4/1bp1np2/p2p1qP1/3pn1N1/1p3N2/4P1Q1/PPP1BP2/2K4R b - - 0 18	-28	15	22	20	23	36	31
sf18	blind	r2q1rk1/1b1n1pp1/1p2pn1p/p1bPN3/5B2/PPN3P1/2Q1PPBP/R4RK1 b - - 0 10	-9	-28	-20	-5	-6	22	2
sf18	blind	r1bqk2r/1p2bppp/p1n2n2/3p4/3p4/P1N2NP1/1PP2PBP/R1BQ1RK1 w kq - 0 7	4	75	28	37	45	39	43
sf18	blind	r1bqrk2/1p3pb1/2pp1npp/p4p2/2PP1N1P/PPN1P1P1/5PB1/2RQK2R w K - 4 11	14	22	22	11	6	15	11
sf18	blind	r1bqrk2/1p3pb1/2pp4/7R/p1PP4/PP4N1/5PB1/2RQ1K2 w - - 0 18	14	-5	8	8	11	16	12
sf18	blind	rnb1r3/p1k3p1/2p1Pp2/2b2N2/Pp2p3/1P4Pp/1BP1NP1P/2KR3R b - - 1 14	-25	-53	-19	-1	44	55	43
sf18	blind	r1bqr1k1/pp3pb1/2n3pp/8/1P2p3/3PBNPP/P2Q1PB1/2R2RK1 w - - 0 13	10	35	59	52	51	48	45
sf18	blind	1r6/1Pp2pk1/2Qbb1p1/1P2p3/3pP3/4qN2/6KR/5R2 b - - 6 46	95	95	67	106	125	6	16
sf18	blind	r1bq1rk1/1pp1p1bp/3p1np1/1P6/p1PPp3/Q3P3/PB1N1PPP/R3KB1R w KQ - 1 9	14	21	11	24	11	15	10
sf18	blind	r1b2rk1/4p1bp/2pp1np1/5q2/p1PPp3/Q1B1P2P/P2NBPP1/4RRK1 w - - 1 15	52	40	40	-1	-5	-34	-31
sf18	blind	r1b1r1k1/pp2qpbp/2p2np1/2n5/2pN4/BPN1P3/P1B2PPP/2QR1RK1 w - - 0 12	25	44	46	42	57	55	44
sf18	blind	r2qr1k1/1p1n2bp/2p3p1/3pPn2/PP3B2/5NPP/3Q2B1/R4RK1 w - - 1 18	30	73	76	36	42	40	32
sf18	blind	1r1n1rk1/pb2b2p/1p1ppn2/1P3p1q/P1PP2p1/5NP1/1B1N1PBP/R2Q1RK1 w - - 0 14	11	44	48	60	52	7	0
sf18	blind	2k1r3/pbp2p2/1pnr3b/7p/2Pp4/NP1P1NP1/P5BP/R4R1K w - - 2 17	19	17	3	-38	-42	-48	-74
sf18	blind	2k1r3/pbp2p2/1p2r2b/3B1N1p/2Pp2n1/NP1P2P1/P6P/R4R1K w - - 8 20	21	3	-4	-33	-27	-40	-35
sf18	blind	4N3/p1p5/1pk5/8/2Pp3n/1P1Pr3/P4K1P/5R2 w - - 0 30	-32	-48	-42	-41	-23	-20	-38
sf18	blind	4N3/p1p2r2/1pk5/5n2/2PpR3/1P1P4/P6P/6K1 w - - 6 33	24	-65	-41	6	-73	-59	-39
sf18	blind	1r6/4kp2/2N1p1p1/2K1PnP1/5P1p/2P4P/8/8 b - - 1 45	None	-78	-71	-38	-63	-58	-30
sf18	blind	3r4/3P2bk/1N4pq/5P2/1p2p1B1/1br2RQP/6RK/8 w - - 0 41	57	98	15	-11	-11	0	-35
sf18	blind	8/1p1r2k1/2n1b1pp/1N3p1P/4p1P1/P3P3/4P1B1/1R4K1 b - - 0 25	78	81	23	49	47	46	43
sf18	blind	2r1q1bk/p5pp/3bn2r/8/4Pp2/P2Q1NP1/1B2BP1P/1R3RK1 b - - 2 22	-31	3	47	30	21	27	0
sf18	blind	r1b2rk1/1pp2ppp/2nb1q2/p7/P2P4/3B1P2/1P2NPPP/R1BQ1RK1 w - - 0 10	61	52	51	52	48	55	52
sf18	blind	7r/1prq1pk1/p2pp3/P1nP4/2P1PPp1/2N5/6Qp/1R1R3K w - - 2 29	57	50	57	48	55	40	31
sf18	blind	3r1rk1/1pp1q1p1/2n1bp1p/p1p1p3/P3P3/1PPPN1P1/2Q2PBP/R4R1K w - - 0 15	-6	-18	-31	-37	-29	-10	-9
sf18	blind	2rrn1k1/1b3pp1/1p6/p1b3q1/P2Np2p/1PB1P2P/2R2PP1/1Q1R1BK1 w - - 3 24	19	19	58	45	47	31	24
sf18	blind	r2q1rk1/1bp2ppp/ppn2bn1/3pp3/3P4/1PNBPN1P/PBP2PP1/R2QR1K1 w - - 0 10	-9	-41	-43	-53	-15	-6	-5
sf18	blind	rnb1k1nr/p1pp2pp/1p1bpq2/5p2/2P5/3PPN1P/PP1N1PP1/R1BQKB1R w KQkq - 2 3	54	49	32	27	41	43	46
sf18	blind	2q2rk1/5pbp/3Q2p1/pp6/5R1P/2PR4/6P1/6K1 w - - 2 30	-35	-33	-48	-54	-91	-56	-61
sf18	blind	4r1rk/pp5p/2n2p2/3p1N2/5q1P/PR6/5PP1/1QR3K1 w - - 3 27	22	35	38	40	0	-1	-32
sf18	blind	1k6/2pqr1p1/Br1npp2/Q2p3P/3P1P2/1P2PNR1/6R1/2K5 b - - 0 32	-159	-23	-15	-17	0	0	0
sf18	blind	7r/q1k2p2/Bpr1p1p1/1Qbp4/P4P1p/1RP4P/6P1/1R5K w - - 1 32	-69	-33	-51	-50	-49	-62	-44
sf18	blind	2kr3r/pp2qp1p/2p1bnpQ/3p4/Pb1N4/3P2PP/1PP1NPB1/R4K1R w - - 4 12	-60	-58	-35	-30	-57	-60	-75
sf18	blind	2krr3/ppq3np/3bp1p1/3p4/P7/2PN2PP/1P1Q1PBK/4RR2 w - - 4 23	84	85	87	87	77	72	62
sf18	blind	r2q1rk1/1p2bppp/p1n1bn2/2p5/P1N1P2P/1P2p1P1/1BP2PBN/R2Q1RK1 b - - 0 10	98	59	33	121	56	73	68
sf18	blind	rn1qk2r/pp2bpp1/2p1pn1p/2Pp1b2/3P4/2N2PPN/PP2P1BP/R1BQ1RK1 w kq - 0 6	56	50	27	2	5	5	-2
sf18	blind	q3r1k1/4np1p/4p1p1/2p1N1B1/4nQ2/6P1/1P3P1P/2R3K1 b - - 2 24	7	113	83	71	63	51	30
sf18	blind	r1bq1rk1/p3n1bp/np2p1p1/3p4/1p1P4/P1N1PNP1/2P2PB1/R1BQK2R w KQ - 0 8	5	22	48	67	70	45	58
sf18	blind	4r1k1/r6p/1R2p1p1/3p1n2/3P1P2/B2PP3/5P2/R5K1 w - - 1 23	51	34	39	43	51	37	35
sf18	blind	6k1/5p1p/1q2p1p1/2b1P2P/3rBP2/3P2P1/2R1Q2K/8 b - - 6 32	-44	-42	-42	-41	-42	-36	-42
sf18	blind	6k1/1R3p1p/4p3/4P2p/5P2/3PqQPK/2r2bB1/8 b - - 9 44	4	-12	-14	-27	-41	-38	-26
sf18	blind	1r6/2p3k1/1n4p1/3p3p/5q2/p1PP1P1B/1P2RQ1P/7K w - - 0 24	-71	67	-45	-16	-15	-18	-33
sf18	blind	3r1rk1/p3bpp1/bp5p/1Npq4/P2p4/1PP3PP/3B1P2/RQ2R1K1 w - - 0 19	-174	76	101	68	49	59	62
sf18	blind	r1bqkb1r/pppp1ppp/2n1p3/8/3P1B2/2P2N2/PP1nPPPP/R2QKB1R w KQkq - 0 2	23	84	94	73	82	87	79
sf18	blind	r2qb1k1/2p1r1p1/1p2p2p/pP1pBp1P/P2P2n1/2P1P3/2B1QPP1/RR4K1 w - - 3 21	69	83	58	41	49	89	53
sf18	blind	rnr3k1/pb1qnpb1/1p1p2pp/1N6/5B2/1Q3N1P/PP2BPP1/R4RK1 b - - 5 11	31	21	-50	-12	10	23	42
sf18	blind	3rkb1r/1bq1pppp/p4n2/1p2N3/2P5/4P3/PQ2BPPP/RN3RK1 b k - 2 12	-2	-61	-37	-31	-23	-14	0
sf18	blind	2r3k1/1q3pp1/pP2p3/4b2p/PQ6/3RP3/5PP1/3N3K b - - 0 25	13	97	-32	-59	-74	-76	-66
sf18	blind	2r2bk1/pq3pp1/3Np2p/3nP3/Pp1P4/4B2P/1P2QPP1/R5K1 b - - 0 28	-101	-6	9	21	41	23	26
sf18	blind	8/5p1k/4pqpp/p2n4/Pp1PQ3/1P3P1P/3B2P1/6K1 b - - 1 38	19	34	33	40	30	20	9
sf18	blind	2r2rk1/1b2bppp/pB2p3/3pq3/P3n3/2P3P1/1PN2PBP/R2QR1K1 b - - 0 15	-4	-2	-9	-14	1	26	31
sf18	blind	r1bqk2r/4bpp1/p1n2n2/1pp1pP2/2PpP2p/3P2QN/PP1NB1PP/R1B2RK1 w kq - 0 9	-21	93	0	-35	48	10	-8
sf18	blind	r2r4/1p2qp1k/1Pp3pp/p7/1n2pN2/1P2P2P/P4PP1/1Q1R1RK1 b - - 2 19	28	6	17	17	16	14	9
sf18	blind	2r3k1/1p3p2/1P1r4/3p2P1/3Rp2P/1P2P2q/P2Q1P2/3R2K1 b - - 4 32	112	52	97	115	58	31	31
sf18	blind	8/1p1Q4/1P3p2/8/4p1kP/1P2Pq2/P1r2P2/4RK2 b - - 9 47	None	142	76	75	66	55	51
sf18	blind	r1q1rk2/1pp2p1Q/1bnp1N1p/8/1PPP2bp/4P1P1/3B2BP/1R5K b - - 3 20	-106	-63	-48	-98	-94	-18	16
sf18	blind	r4rk1/1p3pbp/4b1p1/pN6/n4PP1/2P2B1P/P2R1BK1/4R3 w - - 1 23	123	24	67	46	41	30	25
sf18	blind	r1bqkbnr/1pp2p1p/p1n5/4p2N/4N3/3P4/PPP3PP/R1BQKB1R b KQkq - 1 4	-3	67	47	33	97	51	59
sf18	blind	r5r1/1ppkq2p/p1nbb3/5R2/3pN1B1/8/PPP3PP/R1BQ2K1 b - - 2 13	31	106	88	78	76	75	104
sf18	blind	7r/pp1k2p1/4pn2/qp2p3/PbQ4p/1PB1P2P/2Pr2P1/R4RK1 w - - 0 16	-92	-71	-41	-20	-16	-23	-12
sf18	blind	1r2r1k1/1b5p/pq1pp1p1/1pp2p2/2P2P2/1P1P4/P2QBPPP/3RR1K1 w - - 2 19	15	24	54	51	55	55	49
sf18	blind	b2r4/2p2pp1/4k2p/1P2N3/4n3/8/1KR1BPPP/8 w - - 5 22	13	35	29	19	16	12	21
