engine	set	fen	static	v4	v6	v8	v10	v12	v14
coda	neutral	3q4/5rpk/1np3Rp/1p1b1p1P/3P1N2/4PP2/3B1K2/Q7 w - - 3 37	-189	-154	-261	-287	-306	-330	-292
coda	neutral	3r3k/2q2pp1/pp2p3/n1p1N3/P7/2PrN2P/QP3PP1/3R1RK1 b - - 0 28	-606	31	-83	11	16	18	18
coda	neutral	8/8/5K2/r7/4b2R/5k2/8/8 b - - 19 82	18	16	10	19	23	20	20
coda	neutral	r3r1k1/p1pp1ppp/bpq5/4n3/P1P5/2BBP3/1P2QPPP/R4RK1 w - - 2 10	63	102	27	46	33	41	41
coda	neutral	2r3k1/8/4bn1p/pBQ2p2/1p1B1N2/1q2PPPp/7P/6K1 w - - 4 32	-199	167	46	0	116	3	0
coda	neutral	rn3rk1/pb2q1bp/1p2pnp1/1Npp1p2/2PP1P2/BP2PN2/P3B1PP/2RQ1RK1 b - - 3 8	-14	-12	73	15	-1	-1	-30
coda	neutral	8/1p3k2/p2P1p2/P4P2/bP1B1K2/8/8/8 b - - 4 48	-21	-31	-40	-44	-38	-31	-37
coda	neutral	1r1q1r2/1p4bk/p1bp2pp/1n1Np3/5p2/BQ1PP1P1/P4PBP/1RR3K1 w - - 0 23	-155	-92	-54	-28	-110	-128	-103
coda	neutral	3k2r1/1p2n1rR/p1p1p3/4P3/1P3K2/2P5/1P2B3/7R w - - 3 42	30	24	-11	-10	23	34	27
coda	neutral	N5k1/6p1/3Q4/5p1p/p1P2P2/1r2q1P1/1P5P/3R3K b - - 5 32	20	49	0	102	0	0	0
coda	neutral	4rbk1/pp3pp1/P5p1/6P1/5B2/1r1pP2P/1P3P2/R2R2K1 b - - 0 26	57	38	8	11	-7	-10	0
coda	neutral	6R1/7K/7P/8/3k4/4p2r/8/8 w - - 0 51	-10	-8	-14	-12	-1	-1	0
coda	neutral	r3kbnr/pppq1ppp/2n1p3/7b/2Pp4/3PN1P1/PP1BPPBP/R2QK1NR w KQkq - 0 5	-9	95	-21	64	64	42	57
coda	neutral	rnbq1k1r/pp2n2p/2p2p2/4p1p1/2Pp4/1P1P1NP1/P3PPBP/RN1Q1RK1 b - - 3 5	106	50	60	49	44	40	26
coda	neutral	8/r7/4k3/4b3/8/5K2/8/5R2 b - - 63 94	17	16	16	24	23	18	18
coda	neutral	8/8/p3p3/2Kb4/8/7R/k7/8 w - - 2 54	38	44	26	17	14	10	11
coda	neutral	8/8/1p4r1/1b3kp1/1R6/2N1P1K1/5P2/8 b - - 1 49	-175	-96	-138	-121	-131	-111	-101
coda	neutral	4r2k/1p4r1/pPp5/P1q5/6p1/4PnN1/Q4P1p/3R1R1K w - - 0 36	32	-156	12	0	-3	-49	-35
coda	neutral	r3k1nr/pp1bppbp/1q2n1p1/2pp4/4P3/NQPPBN2/PP2BPPP/R3K2R b KQkq - 8 6	27	-37	83	11	-2	-14	-15
coda	neutral	r1bqk1nr/pp2ppbp/2p3p1/n7/3P4/2P2N2/P2NPPPP/R1BQKB1R b KQkq - 0 3	-34	-38	-28	-37	-48	-54	-56
coda	neutral	2k5/6R1/2p4p/8/3p4/4r1P1/P4K1P/8 w - - 0 37	-96	-42	-208	-172	-194	-173	-173
coda	neutral	3rr1k1/1p3pp1/p1p1q3/P2p1b1p/2PPnPn1/1P2PNP1/4Q1BP/R1B2RK1 w - - 5 20	-9	-17	-76	-33	-71	-80	-109
coda	neutral	rnb1qrk1/1pp1b1pp/3p1n2/p3pp2/2PP4/1PN1P1PN/PB2QP1P/3RKB1R b K - 0 6	6	-25	-7	-25	16	15	-9
coda	neutral	8/6R1/2k5/2p4P/6P1/7r/2r5/1R3K2 w - - 7 59	-28	-15	-31	-27	-29	-27	-31
coda	neutral	r1q1k2r/2p1bp1p/pn2p3/Np4p1/1P1PQB2/P5P1/2P2P1P/R3K2R w KQkq - 0 13	93	123	25	27	-5	-1	-11
coda	neutral	6k1/5r2/3pB1p1/2p4p/q2n1P1P/3P4/P4R1K/2Q1N3 b - - 0 37	-761	189	183	123	140	173	142
coda	neutral	3r3r/1pp1k3/p3b3/3n2Pp/4p2P/8/PPP2RB1/4R1K1 w - - 0 21	-368	-274	0	-193	-214	-271	-306
coda	neutral	r4r2/1ppq1pbk/p1npbnpp/3Np3/1PP1PP2/P2P2P1/1B4BP/1R1QK1NR b K - 0 9	50	2	48	14	-26	-22	-52
coda	neutral	7k/p5rp/2rbpq1n/1Pp1NbpB/P1Pp4/5P2/3Q2PP/4RRK1 w - - 0 25	132	263	236	193	201	201	231
coda	neutral	3R4/2r1n1p1/6k1/5p1p/p4P1P/B2B2P1/bP6/6K1 w - - 2 32	341	363	245	198	163	167	157
coda	neutral	r1b3rb/p1q4k/np1Npp2/2pp2pP/8/2P1B1Q1/PP2PPB1/2KR3R b - - 3 19	-203	-134	-124	-112	-191	-116	-58
coda	neutral	8/8/8/3k1p2/2r2P1R/7P/5K2/8 w - - 1 63	2	3	15	3	5	3	0
coda	neutral	8/6pk/8/3B3p/r2p1R1P/5P2/2b3PK/8 w - - 1 41	68	15	0	12	18	16	11
coda	neutral	4nk2/3nbp2/1p2p1p1/1P4P1/3PpPN1/2BB4/5K2/8 w - - 0 51	3	80	-39	21	24	37	33
coda	neutral	5r1k/p2n3p/1p2r3/2p5/P1P4R/3P2R1/5N1P/6K1 w - - 1 36	-26	-30	-17	-5	-2	6	-12
coda	neutral	2rqkb1r/pb1n1pp1/1p1ppn1p/2p5/P2PPP2/2PB4/1P1BQ1PP/RN2K1NR b KQk - 7 6	61	31	-58	-62	-70	-17	14
coda	neutral	2bqk2r/4bpp1/r1n1pn1p/p1pp4/R3P2P/1P1P2PN/1BPN1PB1/3Q1RK1 b k - 3 8	-38	38	47	11	29	-4	16
coda	neutral	8/8/8/K6k/3PR3/8/1r6/8 w - - 10 75	322	177	335	41	15	31	14
coda	neutral	4b3/p7/1p1k1p1p/4p3/1P3P2/P1P1K1P1/B7/8 w - - 3 49	9	24	16	16	17	16	12
coda	neutral	1R6/8/1p2kn2/1p5p/1P1K3P/5r2/3B4/8 b - - 1 48	72	31	-51	-40	-44	-13	-11
coda	neutral	8/5p1k/p6r/4Q3/PpPR4/5KP1/5P2/1q6 b - - 9 34	-134	-30	122	0	-177	-51	-14
coda	neutral	5Bk1/1r4n1/1p4BQ/p2p4/P2p1p2/1P5P/5qPK/8 w - - 0 36	69	96	0	0	0	0	0
coda	neutral	7r/3k4/2p3n1/3pPp2/2nP1P2/2B3KP/1p6/1R4N1 w - - 4 46	-269	-248	-251	-351	-266	-325	-312
coda	neutral	r2n1rk1/1bpqnpbp/p2p2p1/1p2p3/1PP1P3/2NP1NP1/P4PBP/1RBQ1RK1 b - - 0 10	-19	-22	-29	-25	-66	-24	-42
coda	neutral	2r2r1k/pp5p/1q3b1N/1P1pp3/2n2BQ1/2P4P/P3RPP1/4R1K1 b - - 4 29	-231	-209	-116	-235	-285	-237	-223
coda	neutral	8/8/8/5N2/r3K1p1/7k/3R3P/8 w - - 2 66	122	43	87	93	91	91	78
coda	neutral	r1bq1rk1/p1n1n1b1/1p1p3p/2pP1pp1/4P3/P1NB1N1P/1P3PP1/R1BQR1K1 b - - 0 11	-35	10	1	12	-20	13	-2
coda	neutral	r2q1rk1/1b3nbp/np1p2p1/p1pPpp2/2P2P2/1PN1PN1P/PB2B1P1/R2Q1RK1 b - - 0 10	-3	-13	-67	-35	-33	-64	-64
coda	neutral	rnb2rk1/pp3ppp/3bpn2/q2p4/3P4/1PN5/PB1NPPPP/R2QKB1R w KQ - 5 5	-44	-9	-82	-33	-23	-22	-20
coda	neutral	R7/8/8/6p1/7k/1r3p2/5P1K/8 b - - 1 54	47	101	131	41	30	19	18
coda	neutral	4r1k1/p5qp/1p2p1p1/3pPp1P/2bQ4/1PR5/P4PP1/2N3K1 b - - 0 35	-109	-133	-105	-25	-43	-2	-14
coda	neutral	3r1bk1/1b4p1/3p2pp/p1pP4/5B2/1P5P/P1N2PP1/3R2K1 w - - 0 20	24	32	0	-2	0	-10	-5
coda	neutral	rnbqkb1r/1p3pp1/p3pn1p/2pp4/P3P3/3P1NP1/1PPN1PBP/R1BQK2R b KQkq - 2 4	-10	-99	-14	1	-11	-9	-14
coda	neutral	r1bqkb1r/ppp2pp1/5n2/3p2Pp/1n2pP2/1P2P3/PBPPQN1P/RN1K1B1R b kq - 0 6	5	-35	-21	-13	32	43	-23
coda	neutral	1r5k/4R2p/5Pp1/6P1/R6P/2r5/5K2/8 w - - 17 53	584	397	326	303	275	284	305
coda	neutral	3r1r2/2n1qR2/1p4pk/2pRp2p/2P1P2P/1PP3PB/4Q2K/8 b - - 0 34	-403	-26	23	0	0	0	0
coda	neutral	k6r/1b2p3/1p2R3/p7/1q1pP3/1P1B4/P1P5/1KQ5 w - - 0 34	116	225	85	77	76	24	22
coda	neutral	8/3b4/1p2k1p1/1Bb1np2/2P1p2P/4P1P1/3R1PK1/8 w - - 0 37	-237	-130	-244	-222	-231	-240	-270
coda	neutral	7r/p4pk1/5b2/5P1p/P1Pp4/2r2RPP/1R4KN/8 b - - 2 27	265	418	470	372	308	359	310
coda	neutral	2krq1nr/1bpn1p2/1p1p2pb/pP1Np2p/2P1P2P/3P1NP1/P4PB1/R1BQK2R b KQ - 6 9	1	49	-13	3	-10	-23	-14
coda	neutral	8/1R6/5p2/1P2k1p1/1r4Pp/5P1P/5K2/8 w - - 3 57	39	22	0	0	0	0	0
coda	neutral	rn1q1rk1/p3bppp/1p2bn2/2pp4/3P4/2N1PN2/PP2BPPP/R1BQ1RK1 w - - 1 7	28	45	23	34	36	38	48
coda	neutral	8/5pk1/3b1P2/P2r2pp/8/1R5P/6P1/r1N2RK1 b - - 0 39	267	269	247	257	262	254	298
coda	neutral	1q1R2k1/1p3p2/p1n2bp1/7p/2P3nP/1PN2QN1/PB3PP1/6K1 b - - 0 22	-49	92	232	87	-37	12	-2
coda	neutral	2r5/2pk4/1p4p1/3pP1P1/3P1Bb1/2P1K3/1P5P/R7 w - - 1 40	316	283	257	254	261	255	283
coda	neutral	8/8/8/R6r/6k1/3K4/5B2/8 w - - 49 126	15	23	13	19	22	23	23
coda	neutral	2rb2k1/3R2p1/p3p3/8/5P2/5QPq/PPr4P/3R1N1K b - - 2 31	-232	19	-166	-111	-124	-185	-93
coda	neutral	1r1r2k1/1p1n1pp1/p3p2p/q1p5/P1PPQ3/4PN1P/5PP1/R1R3K1 w - - 0 19	56	10	11	4	4	19	17
coda	neutral	5r2/p2q1rbk/1pn1pn1p/2ppp1p1/P3P3/1P1PNPPN/2PB2QP/R5RK w - - 0 21	10	-14	-31	-51	-35	-64	-44
coda	neutral	1r2kn1R/5pq1/8/p1p1p3/P3P3/7Q/KBP2P2/8 b - - 1 27	-325	-189	-122	-149	-223	-201	-189
coda	neutral	r4rk1/7p/p1p1P1p1/2Pp1n2/P2N4/2P3Pq/1B1NR2P/R5K1 w - - 0 25	-328	-324	-355	-386	-410	-377	-380
coda	neutral	8/5p1k/p3q1p1/P6p/2p4P/2P2QP1/5PK1/8 w - - 0 37	15	9	5	0	0	0	0
coda	neutral	4r1k1/5pp1/p2q1n1p/P7/1Q1p2P1/3P3P/3BnPB1/1R5K b - - 7 28	-35	-11	-101	15	38	11	0
coda	neutral	r2r2k1/1p2qn2/2p1ppp1/p6p/Pn1PP2P/4QNP1/1P3PB1/2RR2K1 w - - 0 20	192	206	148	171	161	170	166
coda	neutral	8/8/6k1/1B1p2P1/5K2/4P3/8/4n3 w - - 69 98	200	73	118	115	123	131	55
coda	neutral	2r1rbk1/pp4pp/n6N/3p4/1P2q1Q1/4B3/P1P3PP/R4R1K b - - 6 21	238	-19	0	0	0	0	0
coda	neutral	5rk1/6p1/3Qn2p/2pb4/4p1qP/2P1B2N/5PP1/4R1K1 b - - 3 25	-49	-10	-47	-31	-13	6	-1
coda	neutral	r1bq1rk1/pp2bppp/2np1n2/2p1p3/4P3/2PP1NP1/PP3PBP/RNBQ1RK1 w - - 4 4	5	-18	-24	-5	0	1	7
coda	neutral	r1q2k2/pp2np2/6p1/1Q1p2bp/3P4/P1N1P3/1P1B2PP/4R1K1 b - - 1 21	19	88	86	75	58	51	52
coda	neutral	8/pp3k2/2n1p3/6b1/4B3/3N2K1/PP1r4/7R b - - 9 33	108	92	82	89	78	80	58
coda	neutral	2b5/r5pk/P2p4/3P1r1P/7K/2BR4/6R1/8 w - - 4 42	89	11	53	2	-2	0	0
coda	neutral	2b1Brk1/p1p3b1/8/1P2pp2/1P5P/2pPP1r1/2P4K/R1B2R2 b - - 1 19	50	113	196	40	127	128	111
coda	neutral	8/4kRp1/8/p2p1p1p/P2P1P1P/7K/2r3r1/8 b - - 2 47	1303	430	892	758	822	64	31
coda	neutral	rn1q1rk1/1ppbbppp/p3pn2/8/P1pP4/5NP1/1PQ1PPBP/RNB2RK1 w - - 1 5	107	35	43	46	42	59	60
coda	neutral	1r2r1k1/1ppq1pb1/6pp/p2n4/P5b1/2P2NP1/1PQB1PBP/3RR1K1 b - - 2 15	95	109	84	52	10	20	47
coda	neutral	1r2Rk2/5Pp1/p6p/3P4/2Q5/q7/2KN1p2/8 b - - 2 53	-413	-209	-208	-141	-133	-140	-136
coda	neutral	rnbqkb1r/pp3pp1/2p3n1/3P4/3p3p/2P2NP1/PP1N1P1P/R1BQKB1R w KQkq - 0 6	88	33	81	33	32	36	29
coda	neutral	8/6k1/3nr1pR/3p2P1/3P1P2/3Q4/3B3K/q7 w - - 0 56	3	-146	-138	-129	-125	0	0
coda	neutral	4r1k1/2B2ppp/1p3n2/r1bp4/P1b5/2N1P1P1/5PBP/R1R3K1 b - - 2 17	45	67	9	-18	-2	6	0
coda	neutral	5R2/6r1/8/4k2K/8/7P/8/8 b - - 0 84	-4	0	-3	-2	-13	-5	-5
coda	neutral	rnb1k2r/pp1pqpbp/2p2np1/4p3/2B1P3/P1N4P/1PPP1PP1/R1BQK1NR w KQkq - 3 3	-32	-7	-11	-3	-5	4	-1
coda	neutral	2r2nk1/p4p2/1p2b2p/6p1/8/1P1BR2P/PB3PPK/8 w - - 2 34	189	174	188	166	161	153	166
coda	neutral	8/1p6/8/1Rn1kP2/6PP/2r5/4K3/8 b - - 6 46	60	77	54	12	10	0	0
coda	neutral	rq3rk1/2ppbppp/n3pn2/pN1b2B1/P2P4/5NP1/1P2PPBP/R1RQ2K1 w - - 10 11	120	116	19	8	2	7	-5
coda	neutral	8/5n2/B3k3/1p2P1p1/3K2P1/8/8/8 w - - 1 63	21	33	4	0	-6	-11	-15
coda	neutral	2K5/5n2/5P2/4n3/k7/8/8/8 b - - 38 143	167	155	265	245	217	256	251
coda	neutral	r1bq1r2/1p1n1pkp/2ppn1p1/p3p3/P2PP3/1NPB1N2/1P1Q1PPP/R3R1K1 b - - 1 12	-20	-44	-41	-66	-78	-76	-73
coda	neutral	6k1/8/R7/4pb1N/7P/pP2KP2/8/r7 w - - 2 46	13	23	0	-29	-77	9	0
coda	neutral	8/4kp2/5Rp1/r5P1/6K1/8/8/8 b - - 5 53	64	54	44	20	22	25	21
coda	neutral	r5k1/1pp3b1/p1n1bpp1/4p2p/PPN1P3/2P1B1P1/5P1P/1R1r1BK1 w - - 0 18	-246	125	121	99	86	78	79
coda	neutral	8/8/1p6/1N6/p1K5/4k3/8/8 w - - 2 56	-1	2	1	0	0	0	0
coda	neutral	3rk2r/p3Pppp/1p6/2p5/Nn3P2/6P1/PP1P2bP/R1B2RK1 b k - 0 13	165	-181	117	216	259	148	135
coda	neutral	4rk2/2R4B/3p4/3Pb1P1/4p1K1/2p1P3/8/8 w - - 2 37	261	132	122	144	102	102	77
coda	neutral	8/1p6/1B6/P4k2/4b3/R7/4r1p1/2K5 b - - 31 87	442	640	324	374	331	301	363
coda	neutral	k1rr4/p5Q1/2p5/2P5/1P4p1/P4bNq/5R1P/4R1K1 b - - 12 42	85	80	74	29	47	70	0
coda	neutral	6k1/p4r1p/2p3b1/Q5P1/2P3P1/3p2KP/P2Nr3/8 w - - 3 30	-10	-66	-52	-21	0	0	-12
coda	neutral	b4r2/5Qpk/5n1p/5p2/3R4/P3P2P/1P3PP1/5BK1 b - - 0 28	-332	-158	-43	-34	-42	-51	-25
coda	neutral	r1r3k1/2qn1pp1/1p2p2p/pP6/2PP1b2/4NN2/R3QPPP/R5K1 w - - 4 22	50	31	6	36	21	4	-6
coda	neutral	8/8/4k3/8/4K1R1/8/8/5r2 b - - 0 83	4	4	19	12	2	1	1
coda	neutral	5r1k/8/3p4/p5r1/P1Pp3p/3P1B2/1P2P2P/1R5K b - - 1 34	223	286	295	257	330	275	246
coda	neutral	r5k1/2pR1p2/2p3pp/P3Q3/2b1P2P/6PB/4qP2/6K1 w - - 2 29	351	226	274	257	284	218	292
coda	neutral	8/1R1N4/4pp2/3n1kp1/4r2p/6P1/5PKP/8 w - - 0 37	-157	-156	-190	-206	-199	-235	-203
coda	neutral	4R3/8/3k4/6K1/8/8/r7/8 b - - 5 72	1	32	25	10	2	3	3
coda	neutral	rr4k1/2pqbpp1/p1p1p1np/8/1PPP1PP1/3NB2P/R2Q4/5RK1 w - - 5 23	-2	9	6	-32	-11	0	3
coda	neutral	8/5pk1/3Q4/4P1p1/7p/5PqP/6P1/7K b - - 16 48	-22	-30	0	0	0	0	0
coda	neutral	8/3B4/1p3k2/8/2KP2P1/p3b3/P7/8 b - - 8 53	-51	-65	-83	-114	-109	-120	-128
coda	neutral	8/8/8/R5p1/5k1p/6rP/6PK/8 w - - 16 47	-1	38	30	12	10	9	6
coda	neutral	4k3/3p4/brp1pn2/R7/1P1P1pp1/PQ2n1P1/1B1NPP2/4KBq1 w - - 2 23	-274	-276	-178	-216	-4	-224	-271
coda	neutral	r1b2rk1/ppq2pbp/n2p1np1/P2Pp3/8/2N2N2/1PP1BPPP/R1BQK2R b KQ - 0 7	50	127	-9	-37	-18	0	0
coda	neutral	3n3k/p6p/8/2qp4/P5B1/2b2N1Q/5P1K/8 w - - 0 34	-5	63	53	48	29	30	34
coda	neutral	3r2bk/8/1pRr2Bp/p5pP/P1P5/3p1P2/3R2P1/6K1 w - - 4 45	35	22	4	-2	0	0	0
coda	neutral	r3r1k1/p2b1pbp/1p3n1q/P1pP2p1/2P1p1Pn/2N1P2P/3NBP2/BR1Q2KR b - - 0 19	-67	-12	-81	-35	-68	-98	-88
coda	neutral	rn1qkbnr/1p2pp2/p1p3pp/3p1b2/2PP4/BPN2NP1/P3PP1P/R2QKB1R b KQkq - 2 3	-64	-65	-89	-132	-124	-125	-112
coda	neutral	R7/8/1k3p2/1p3N2/4n1K1/2P3P1/P4r2/8 w - - 5 48	12	17	15	15	26	28	31
coda	neutral	8/6kp/3Q2p1/5p2/P6q/1P3R2/4r1P1/7K w - - 0 33	-93	58	0	0	0	0	0
coda	neutral	1n3r1k/2pbq1pp/p7/3Qbp2/P3n3/NP4P1/2P1PPBP/1RB2K1R b - - 4 11	-126	-68	-107	7	0	146	0
coda	neutral	2rqrbk1/p2n1pp1/3pb2p/np1N4/1Pp1P3/P1Q3PP/3NPPBK/BR3R2 b - - 0 19	-153	-216	-45	-106	-152	-121	-113
coda	neutral	r1b1kbnr/ppp2qpp/3pn3/1P2pp2/2P5/2N1P2P/P1QP1PP1/R1B1KBNR w KQkq - 3 6	-10	32	29	-7	9	55	51
coda	neutral	2k1r2r/p1p1q1p1/Ppb4n/4bp1p/8/2N4P/2QBNPP1/R3KB1R w KQ - 0 18	112	-10	-91	116	-4	2	-14
coda	neutral	R7/6pk/7p/2pK4/6P1/p1P1PNn1/3P4/r7 b - - 0 40	-21	-87	131	0	0	0	-25
coda	neutral	r6k/5R1p/4B1p1/3P3n/8/5P2/5K2/8 w - - 0 44	176	266	271	272	273	265	438
coda	neutral	r2qr1k1/1pp2pp1/2n1bn1p/p7/3p4/1P1P1NPP/PB2PPB1/2RQ1RK1 b - - 2 10	-21	1	30	18	0	8	7
coda	neutral	rn3rk1/4qbbp/2pp1np1/p4p2/1PPNp3/P3P1PP/1BQ1NPB1/R4RK1 w - - 2 16	107	150	192	93	67	13	25
coda	neutral	7R/8/3k4/8/5r2/2K5/8/3B4 w - - 23 111	21	41	32	34	36	29	27
coda	neutral	8/p1k3p1/1p4P1/1K1B4/PP5b/8/6P1/8 b - - 4 48	28	14	10	9	4	2	2
coda	neutral	r2qkb1r/1b1n2pp/1p3p2/p1ppp3/3Pn2P/P1P1P2N/1P2BPPB/RN1QK2R b KQkq - 1 7	30	29	16	-5	4	-43	-25
coda	neutral	6k1/5pb1/1p5p/p1n1PPp1/1p1r2Pn/7P/P2P4/4RRKB w - - 0 25	-455	-109	-166	-29	0	0	0
coda	neutral	rnbqkbnr/5pp1/pp2p2p/2ppP3/3P4/2PQ4/PP2BPPP/RNB1K1NR b KQkq - 0 3	-28	24	16	-5	-52	-65	-66
coda	neutral	8/p1k5/3q2p1/3PQ3/5Pp1/6K1/8/8 w - - 5 42	64	43	51	32	33	19	17
coda	neutral	r2qk1nr/1b1p1ppp/ppnbp3/2p5/2P1PP2/3P1N2/PP1BB1PP/RN1QK2R w KQkq - 2 4	77	22	19	22	-18	20	20
coda	neutral	2rqr1k1/1b1n1ppp/1pp1pn2/p2p4/PbP1P3/1P1P1NPP/1BQN1PB1/2R2RK1 b - - 0 11	45	48	48	56	72	63	47
coda	neutral	8/8/8/r5k1/7R/8/5K2/8 w - - 16 65	-2	-7	-27	-23	-5	-3	-4
coda	neutral	8/r7/8/5pk1/6pp/3N3P/4B1P1/4K3 b - - 45 74	76	56	46	32	26	22	22
coda	neutral	r6r/2p1nk2/4b1p1/P3Pp2/1p2pP2/1P2P1P1/2KN1R2/R4B2 b - - 2 27	52	40	-64	-45	-55	-50	-14
coda	neutral	8/8/1p4k1/7R/1r5P/5P2/8/5K2 w - - 1 41	18	0	0	-1	0	4	0
coda	neutral	8/6k1/2Pp4/8/6p1/6R1/r7/7K w - - 0 57	80	22	-2	2	0	1	0
coda	neutral	8/8/8/8/Pppk4/7R/1KP5/6r1 b - - 9 55	36	21	0	0	0	0	0
coda	neutral	8/8/b1k2p1p/p1p1p2P/P3P3/1PP1KP1B/8/8 w - - 7 37	34	57	42	38	18	22	16
coda	neutral	r1bqk2r/pp1nbpp1/2pp1n1p/4p3/4P3/2NP2P1/PPPBQP1P/R3KBNR w KQkq - 2 4	-8	-16	-25	-32	-33	-30	-32
coda	neutral	2rq1r1k/6p1/1p2Q2p/p1bN4/5B2/PP4P1/4PnKP/R4R2 b - - 6 19	-88	702	62	0	0	0	0
coda	neutral	2k5/3b2R1/3P4/1p2B3/p1r5/P3K2p/1P5P/8 w - - 30 93	163	500	104	114	96	111	65
coda	neutral	8/3k4/2p5/2P2K2/3P1R2/8/4r3/8 w - - 7 46	10	24	19	37	24	28	23
coda	neutral	8/p7/2k2r2/2p2P2/Pp5r/1P6/2P4R/1K5R b - - 0 33	-60	-4	0	-2	-1	0	0
coda	neutral	8/8/5k1p/5p2/R4PPK/5r1P/8/8 w - - 32 60	82	99	77	100	85	31	27
coda	neutral	8/8/8/2b1k3/6p1/8/4K3/5R2 b - - 2 80	7	0	4	-1	0	0	-1
coda	neutral	8/8/3p4/3k4/7p/2Q4P/1r1r2P1/7K b - - 6 48	97	7	17	14	0	0	0
coda	neutral	rr4k1/4p1b1/3p2p1/3P1b2/p3pPP1/Q3P1K1/Pq1NB3/2R2R2 w - - 3 24	89	-126	-42	-61	15	72	5
coda	neutral	6k1/p3qp1p/2p1b1p1/2p5/2P1P3/QB5P/P4PP1/6K1 w - - 2 29	18	26	-22	-47	-55	-37	-14
coda	neutral	8/4k3/p5B1/1P2P3/1Rpn2P1/2R5/b6r/4K3 b - - 0 42	-203	20	83	23	0	0	-4
coda	neutral	r2q1rk1/pb2ppbp/1pn2np1/3p4/1P1P4/P3PNP1/3N1PBP/R1BQ1RK1 b - - 2 7	42	37	-5	-25	-24	-3	-3
coda	neutral	8/4b1k1/1p6/2r3PR/6K1/6P1/8/3B4 w - - 5 43	20	33	28	21	21	27	16
coda	neutral	r1bq1rk1/ppp1b1pp/2nppn2/5p2/P1NP4/5NP1/1PP1PPBP/R1BQK2R w KQ - 3 4	51	10	23	2	-3	21	24
coda	neutral	1K6/P7/1Q6/3q3p/8/8/7k/8 b - - 22 100	-91	-88	-48	-23	-45	-57	-69
coda	neutral	8/p2k4/1p2N3/2p1K3/2Pp4/1P1P4/P1n5/8 w - - 2 47	-60	-60	-43	-37	-6	-19	-7
coda	neutral	4r1r1/1kp5/2n5/Pp2p1Np/3pR2P/b2P2P1/2PB2K1/5R2 w - - 0 28	149	78	139	177	141	169	186
coda	neutral	8/8/4N3/4N3/3P3k/1P1K4/p6r/1n4R1 b - - 12 51	-82	104	0	-41	0	0	-293
coda	neutral	r4rk1/p2nnp2/1p2p1p1/P2pP1Pp/1B1N1P2/7P/P1P1K3/RR6 b - - 2 17	-69	-60	-53	58	-41	0	0
coda	neutral	r1bqk2r/1pppppb1/p1n2npp/8/5P2/NP2PN2/PBPP2PP/R2QKB1R w KQkq - 0 3	-2	-1	-4	18	30	13	3
coda	neutral	8/6R1/2n4p/8/6pk/P1rN4/4P2K/8 b - - 6 34	78	89	115	23	17	32	38
coda	neutral	7k/p5pp/3q4/8/5Q2/P4PK1/1B2r3/1RR4r b - - 6 36	233	192	0	0	0	0	0
coda	neutral	K7/1p3k2/5p2/1P3P2/8/4B3/6b1/8 w - - 17 97	20	0	-1	-3	-7	-4	-2
coda	neutral	rr4k1/5ppp/5n2/p2b4/1n1N4/B3P2P/3K1PP1/RB5R w - - 2 21	5	51	96	98	90	84	68
coda	neutral	r1b2r2/1p2pp1k/4qbp1/3pB2p/p2P3P/2PB4/P4PP1/1RQ1R1K1 b - - 7 17	-60	-14	-8	0	-26	-1	10
coda	neutral	1r1q1rk1/1p2ppbp/p2p4/2nPnp2/P1P5/1QN3P1/3BPPBP/2R2RK1 w - - 4 16	180	382	178	160	134	149	157
coda	neutral	r3k2r/1ppbqpp1/2n2n1p/p1p1p3/4P3/1PPP1N2/P2NBPPP/R2Q1RK1 w kq - 5 7	4	35	22	3	17	8	-13
coda	neutral	r3k2r/1pqn1pp1/2p3p1/p2p2Pn/3P4/PQP1P2P/4BP2/R1B2K1R b kq - 0 13	14	-62	-68	-3	-27	-57	-1
coda	neutral	rnbqk2r/pp4pp/2pb1n2/3p1p2/2PPpN2/4P1P1/PP3P1P/RNBQKB1R w KQkq - 2 4	-85	-12	-24	-36	-40	-23	-53
coda	neutral	8/8/p6b/4k2p/P2p4/3P1K1P/5B2/8 w - - 12 46	45	58	20	21	13	2	2
coda	neutral	rn1qnrk1/1p1bb1pp/4p3/1Np1Pp2/p1Pp1P2/P2P1NP1/1P1B2BP/1R1Q1RK1 b - c3 0 10	-120	-42	43	25	34	9	17
coda	neutral	r2qr1k1/1b1n1ppp/2p1p3/p1B5/1p1P1P2/5NP1/PPQ1P2P/R3K2R b KQ - 0 11	120	-11	-16	-31	-19	-94	-55
coda	neutral	8/3n1pk1/6p1/8/1Q2p2p/2N1P2P/3q1PP1/6K1 w - - 3 61	18	-31	-18	-17	-11	-9	-5
coda	neutral	8/8/p5k1/P3Bp1p/2b5/5PK1/6P1/8 w - - 0 87	6	-2	-1	-1	0	0	0
coda	neutral	q5k1/5p2/2pQ2pp/8/8/4P1P1/4KP1P/8 b - - 1 27	33	84	45	34	47	37	30
coda	neutral	8/8/8/6pk/8/R5K1/1r6/8 w - - 24 91	5	4	-7	-6	-5	-4	-5
coda	neutral	8/p7/1p6/1Pp1k3/P5pP/1bN1K3/7P/8 b - - 5 36	173	158	157	194	160	116	114
coda	neutral	8/5k2/5P2/4nK1p/8/6P1/8/8 b - - 0 104	86	279	41	0	0	0	0
